customer_id,total_transaction_amount,average_transaction_amount,transaction_count,average_balance_before,unique_merchants,fraud_count
116155,3689682.45,5783.2,638,76285.26,12,8
100505,881766.89,1499.6,588,70879.62,12,7
108590,392736.29,608.89,645,77420.16,12,3
103235,924941.77,1586.52,583,75680.98,12,7
101145,566319.42,868.59,652,77601.72,12,5
104533,620305.02,1051.36,590,73060.78,12,6
117238,5657463.91,10457.42,541,73648.27,12,4
116791,4711503.76,7800.5,604,76289.84,12,4
115870,4909771.53,8553.61,574,76335.41,12,5
117070,574299.03,943.02,609,75995.44,12,8
114258,4735926.39,7776.56,609,74183.38,12,10
124280,4091243.3,6706.96,610,70933.63,12,7
104225,699248.18,1094.29,639,77060.8,12,3
120939,3276921.35,5112.2,641,76214.22,12,5
120853,12080681.45,20337.85,594,75790.49,12,7
124033,1880374.74,3187.08,590,75472.77,12,0
104345,3415962.28,5982.42,571,76301.94,12,4
105902,1110435.14,1875.74,592,77202.7,12,3
103650,874890.34,1498.1,584,78290.32,12,12
124559,2251211.52,3426.5,657,74588.01,12,8
108209,2634137.85,4290.13,614,75977.41,12,5
124865,1338646.21,2138.41,626,75717.46,12,9
117053,324856.9,518.94,626,73231.83,12,6
116152,4497673.11,7521.19,598,76002.26,12,7
111704,582757.16,933.91,624,73760.24,12,8
100979,781505.9,1313.46,595,75358.99,12,8
122422,3068789.56,5055.67,607,75317.18,12,3
113417,13254006.74,22016.62,602,77203.52,12,5
123175,187559.02,304.97,615,75526.94,12,7
103082,348510.61,576.05,605,73810.34,12,1
100777,410018.73,699.69,586,76957.85,12,3
122817,761626.95,1310.89,581,74769.5,12,6
117730,698635.99,1240.92,563,78807.4,12,2
101983,2844553.69,4740.92,600,75409.48,12,5
118868,677260.88,1202.95,563,75411.74,12,4
100212,483047.81,754.76,640,77018.44,12,8
107526,925348.87,1544.82,599,75287.28,12,8
108217,944045.26,1535.03,615,75542.32,12,4
110922,2444377.57,4164.19,587,76130.84,12,8
106852,4532113.14,7491.1,605,75690.09,12,9
107874,919690.32,1532.82,600,73516.07,12,4
107310,824366.54,1394.87,591,75347.63,12,5
104919,2722139.25,4742.4,574,77221.09,12,1
112841,2785026.55,4558.14,611,73468.97,12,3
117129,2122685.55,3573.54,594,74188.84,12,4
112692,778984.79,1327.06,587,75430.53,12,6
117518,867935.55,1373.32,632,72140.31,12,5
104068,5248727.88,7940.59,661,75439.2,12,7
122675,7167754.63,11827.98,606,77106.05,12,8
106195,618759.88,1006.11,615,76704.79,12,8
109274,531215.55,870.85,610,73346.51,12,8
117874,608287.28,1013.81,600,74941.2,12,10
112406,543728.37,885.55,614,76249.21,12,5
117122,639204.12,1079.74,592,75449.67,12,3
102351,887231.4,1468.93,604,75024.34,12,7
104062,5463937.55,8393.15,651,76358.68,12,6
123138,1334721.68,2458.05,543,74671.52,12,7
113588,735302.82,1201.48,612,75147.61,12,7
119177,3926599.57,6925.22,567,76205.64,12,2
113710,15094037.18,26296.23,574,72654.34,12,9
107311,5333221.2,8963.4,595,75870.89,12,6
112618,5125384.52,7921.77,647,75788.62,12,11
112001,547809.64,922.24,594,75413.93,12,5
116316,1475478.66,2406.98,613,75394.9,12,5
123715,751599.79,1397.03,538,76037.44,12,3
123914,744391.11,1265.97,588,75627.65,12,4
121456,279419.54,482.59,579,80059.94,12,3
123546,792766.49,1286.96,616,78171.41,12,4
114606,1132020.32,1864.94,607,73299.84,12,8
115516,899248.35,1542.45,583,76922.78,12,4
102831,430795.82,712.06,605,72690.4,12,3
111647,177189.68,280.36,632,76817.22,12,3
121911,2022675.69,3272.94,618,76314.73,12,4
110971,861772.45,1527.97,564,74877.64,12,7
108585,1797690.54,2956.73,608,78187.83,12,4
104535,345733.42,554.95,623,76544.87,12,5
110248,19356900.67,31070.47,623,75232.84,12,4
122983,194702.33,314.04,620,77721.02,12,7
113366,791331.35,1388.3,570,74891.19,12,7
112339,4162133.31,7018.77,593,75060.24,12,4
112215,1761511.12,2743.79,642,75481.88,12,8
112672,2285544.41,3873.8,590,75611.0,12,5
108409,4900887.01,8479.04,578,76939.33,12,4
115988,519526.07,855.89,607,74772.66,12,4
110627,1740021.21,2939.23,592,79553.19,12,7
107729,1028296.43,1728.23,595,73346.43,12,6
121511,1461839.89,2494.61,586,79511.79,12,5
105967,1070336.05,1839.07,582,74477.97,12,2
120550,988280.9,1658.19,596,75696.3,12,4
118255,563710.13,899.06,627,74944.83,12,5
110144,1156797.43,1850.88,625,75620.91,12,4
103966,263430.08,454.19,580,75647.93,12,5
115617,233639.07,366.21,638,77425.65,12,12
102415,1268058.02,2075.38,611,73986.78,12,6
110145,1393843.83,2342.59,595,74741.37,12,2
112867,2732639.21,4663.21,586,76310.23,12,5
103834,4269970.73,6988.5,611,72302.23,12,5
113243,1969901.27,3182.39,619,73048.5,12,8
103114,3613955.28,6003.25,602,76693.51,12,8
108816,4323939.0,6940.51,623,77341.39,12,7
107302,4544358.05,7586.57,599,74117.49,12,3
104418,937239.52,1538.98,609,76788.11,12,6
113584,3327190.49,5941.41,560,80628.03,12,6
120178,694526.39,1203.69,577,75270.09,12,10
119064,2723472.1,5109.7,533,76785.5,12,1
114714,3749243.19,6453.09,581,75195.58,12,5
100835,483544.65,836.58,578,75122.84,12,6
121802,3570586.25,5731.28,623,78179.16,12,1
101346,1232486.58,1925.76,640,76795.41,12,9
119572,2768452.3,4429.52,625,75972.77,12,4
117691,1346546.57,2337.75,576,75456.81,12,4
120446,5071183.69,8382.12,605,75797.7,12,4
117559,996487.11,1559.45,639,72999.16,12,10
119638,2896033.93,4686.14,618,76811.27,12,9
101953,722833.91,1179.17,613,75357.51,12,3
106861,1266696.95,2118.22,598,74801.5,12,3
106626,821099.92,1324.35,620,78956.15,12,7
100309,1359154.32,2171.17,626,73497.03,12,4
120503,3781251.11,6408.9,590,77615.74,12,4
109531,1665936.17,2726.57,611,74021.92,12,4
118734,828723.21,1448.82,572,73604.26,12,6
112087,4576195.2,8014.35,571,75920.24,12,4
115563,8326907.11,14282.86,583,76161.55,12,2
114546,3366832.81,5574.23,604,75842.64,12,3
108086,816774.36,1317.38,620,74980.04,12,8
112358,437143.57,697.2,627,76151.89,12,5
108937,17323651.23,30075.78,576,75033.95,12,11
113487,2853184.72,5067.82,563,78034.27,12,1
107592,3913065.45,5884.31,665,74550.38,12,10
119590,2102549.46,3734.55,563,73572.01,12,7
122587,1369609.39,2267.57,604,74963.25,12,10
105807,758281.17,1300.65,583,75848.45,12,5
123066,322525.94,556.08,580,76033.63,12,8
105105,4042663.46,7431.37,544,75778.97,12,7
101418,591578.96,994.25,595,75954.1,12,8
111042,514198.03,837.46,614,76944.09,12,7
116594,3615276.92,5666.58,638,75763.23,12,3
101699,3795054.41,6577.22,577,76908.01,12,6
108557,3073276.25,5096.64,603,79457.57,12,4
113514,20017753.66,32028.41,625,72760.79,12,11
120161,331634.76,567.87,584,75740.0,12,7
117764,6976427.61,12049.1,579,77296.53,12,5
105683,527438.9,819.0,644,79072.22,12,12
119620,11507475.84,19504.2,590,77796.12,12,5
106236,543656.46,942.21,577,76897.97,12,3
108472,191691.47,328.8,583,74915.22,12,7
113324,2855653.33,4743.61,602,78236.33,12,6
102583,994821.18,1599.39,622,75259.13,12,8
103465,253949.4,423.96,599,77614.84,12,5
122347,228863.3,365.01,627,74419.21,12,7
104710,3659428.49,6078.78,602,74196.95,12,11
115095,170095.51,259.69,655,75257.93,12,10
117394,4581282.98,7661.01,598,76068.25,12,6
114118,691346.21,1085.32,637,75523.33,12,8
109823,1276325.94,2106.15,606,76062.18,12,6
116231,848722.06,1405.17,604,77750.04,12,5
106549,1985118.06,3662.58,542,74914.14,12,8
121113,979945.63,1625.12,603,77276.3,12,7
109431,1074128.91,1884.44,570,75969.58,12,3
103507,20786977.21,35172.55,591,77204.39,12,7
109936,3333135.9,5555.23,600,77476.48,12,4
123072,4422716.16,7586.13,583,75136.42,12,7
110981,830392.67,1414.64,587,79429.46,12,4
111404,4392423.65,7573.14,580,74900.06,12,6
120089,962787.53,1704.05,565,74294.16,12,4
121318,14216282.55,23892.91,595,76451.68,12,5
102012,4564922.13,7925.21,576,74118.14,12,6
106585,1457707.7,2351.14,620,73059.81,12,8
121766,827026.18,1387.63,596,77940.6,12,6
104870,280732.25,433.9,647,74809.94,12,6
108253,745789.26,1264.05,590,71319.76,12,5
103227,1093586.74,1892.02,578,77981.87,12,6
114690,1020237.28,1789.89,570,78383.41,12,1
107976,7208996.28,11798.68,611,76225.52,12,4
102574,15330700.14,24373.13,629,74693.27,12,15
100958,697043.96,1235.89,564,75294.93,12,3
113983,864766.14,1424.66,607,77212.57,12,10
117386,1117369.96,1862.28,600,74282.58,12,11
118293,3255642.59,5613.18,580,74008.1,12,8
111509,740405.73,1234.01,600,74616.35,12,5
105852,1499616.02,2533.14,592,77041.66,12,5
102817,4779549.94,8326.74,574,75226.7,12,9
108819,1311084.88,2138.8,613,80047.28,12,9
108109,235338.06,368.29,639,77720.28,12,5
117837,894204.23,1531.17,584,76991.11,12,5
112474,467271.89,837.4,558,76431.49,12,8
102657,2927182.8,4903.15,597,73473.91,12,4
104327,748805.86,1200.01,624,76909.91,12,3
113568,2765755.02,4785.04,578,77885.08,12,10
121683,22280926.71,36288.15,614,76429.9,12,10
108131,3413494.72,6128.36,557,74464.43,12,1
100915,4333004.62,7406.85,585,74368.26,12,10
122408,5345711.97,8879.92,602,74571.81,12,8
122495,20107974.25,32589.91,617,75017.91,12,5
114441,722086.0,1166.54,619,75189.16,12,7
114111,583111.44,1021.21,571,77442.7,12,4
109998,717185.03,1273.86,563,76425.71,12,7
104442,1306930.24,2032.55,643,74445.17,12,5
104358,5034375.04,8253.07,610,76668.67,12,4
111458,2596807.17,4271.06,608,78634.23,12,8
109964,2144175.47,3690.49,581,79568.98,12,8
108367,4014331.68,6311.84,636,75632.33,12,6
117442,985293.35,1457.53,676,74799.64,12,2
121913,9388620.56,14808.55,634,76279.3,12,14
103234,1514908.63,2385.68,635,77973.41,12,7
100519,675825.14,1173.31,576,74980.42,12,3
123740,991889.94,1559.58,636,76923.85,12,5
112310,548268.6,890.05,616,78672.16,12,7
113848,4276495.11,7373.27,580,74665.37,12,0
101829,1084361.23,1743.35,622,75865.57,12,4
103592,275605.11,457.06,603,75629.77,12,1
103095,3115900.66,5041.91,618,74488.44,12,4
105195,2233114.19,3613.45,618,76054.16,12,8
104360,4986212.56,8508.9,586,76012.7,12,3
114254,1638108.97,2730.18,600,73032.42,12,8
114056,573457.51,947.86,605,81702.22,12,4
118616,764413.08,1331.73,574,73422.75,12,4
119448,2042988.41,3338.22,612,74809.22,12,4
101305,3985687.7,6883.74,579,76276.13,12,0
102342,2648728.51,4258.41,622,75755.07,12,6
118746,732229.67,1228.57,596,74503.8,12,7
109086,3320494.3,5443.43,610,75696.93,12,4
104723,1112623.57,1860.57,598,77433.01,12,6
119480,3879547.74,6531.23,594,77288.44,12,6
108622,3230706.09,5402.52,598,74622.92,12,3
119700,12883899.98,20713.67,622,76035.7,12,3
109904,456689.45,764.97,597,71747.44,12,5
104694,197449.72,338.1,584,75918.08,12,4
101834,213769.97,348.73,613,79161.95,12,10
112728,149385.22,245.3,609,77211.06,12,8
118133,4879847.99,8146.66,599,78352.14,12,5
123012,3875658.1,6416.65,604,76482.71,12,8
112563,288871.64,472.79,611,76576.96,12,2
123917,1019531.31,1620.88,629,76633.19,12,7
100011,457423.35,719.22,636,76412.5,12,10
124531,233319.09,366.28,637,74650.57,12,8
109526,1975246.31,3399.74,581,75866.55,12,1
114157,320185.03,548.26,584,80305.55,12,8
102955,2139595.36,3614.18,592,76910.51,12,5
109932,20588156.48,33368.16,617,76207.52,12,10
111121,399604.11,684.25,584,75270.27,12,3
124709,1080229.68,1667.02,648,75714.62,12,4
106432,4170711.8,6837.23,610,76967.09,12,4
100824,4708623.85,7744.45,608,77829.11,12,7
106668,210747.85,360.87,584,74135.3,12,5
121304,201895.42,317.95,635,74959.75,12,6
106277,647727.79,1002.67,646,75743.26,12,3
108552,831794.1,1352.51,615,76911.98,12,3
119204,2384598.19,4220.53,565,75006.06,12,6
105358,3344358.45,5611.34,596,75096.13,12,6
121203,2137097.64,3480.62,614,77441.26,12,11
113886,1629477.78,2653.87,614,77318.51,12,5
116662,288148.03,481.85,598,74260.75,12,6
101030,1461546.7,2452.26,596,76026.14,12,6
121874,2766581.69,4737.3,584,74003.15,12,1
115940,425970.74,713.52,597,78469.27,12,11
111044,1308870.14,2159.85,606,77585.91,12,4
118810,4000571.15,6815.28,587,72556.86,12,6
121994,731301.48,1208.76,605,76784.75,12,5
120268,889271.09,1522.72,584,76383.54,12,10
114187,19458400.43,33840.7,575,76196.47,12,16
112110,4823529.93,8039.22,600,75638.69,12,5
120294,4692250.65,7966.47,589,77358.61,12,9
117011,3563960.83,6241.61,571,77945.47,12,5
113888,4220373.27,6807.05,620,75364.87,12,5
113648,457963.99,760.74,602,78872.84,12,5
114050,1299687.91,2191.72,593,75419.63,12,7
108512,391330.95,697.56,561,75729.46,12,1
116566,925542.2,1555.53,595,74636.77,12,8
123086,5193925.93,8528.61,609,74418.98,12,5
115839,4617177.78,7892.61,585,76367.27,12,3
115131,5288630.17,8903.42,594,76829.35,12,5
112362,4803457.98,7848.79,612,76544.48,12,10
117649,734076.54,1306.19,562,77554.3,12,10
100531,672268.22,1100.28,611,73860.82,12,4
110267,3912067.48,6973.38,561,75773.22,12,5
122577,173208.74,276.25,627,79027.55,12,7
100195,1174672.81,1858.66,632,74695.47,12,9
107131,4652279.7,7372.87,631,74927.09,12,2
121705,1195138.42,2042.97,585,75029.59,12,2
101869,187554.56,330.2,568,76843.65,12,6
115682,16157050.46,27292.31,592,77306.09,12,13
115349,7516171.73,13048.91,576,75183.57,12,8
120463,2566548.85,4717.92,544,73607.41,12,3
124359,375841.36,640.27,587,76477.12,12,5
123332,4400360.69,6843.48,643,77844.33,12,8
104200,1452595.76,2474.61,587,77462.58,12,4
121868,596731.3,1002.91,595,78170.33,12,6
121639,4679540.05,7838.43,597,77450.43,12,6
106192,4487365.55,7554.49,594,73155.3,12,1
123106,2325346.58,4065.29,572,75687.44,12,5
120764,19512233.24,32305.02,604,75476.89,12,13
105401,4679996.34,7684.72,609,76399.48,12,12
123374,4828999.74,7652.93,631,78252.13,12,8
107529,3428525.81,5870.76,584,77123.78,12,6
123974,2492531.19,4168.11,598,73274.57,12,5
104111,2024316.16,3318.55,610,79278.15,12,5
104568,1047641.35,1772.66,591,75543.4,12,6
119455,13254910.31,20743.21,639,74634.48,12,5
103836,903474.27,1510.83,598,75355.24,12,8
118245,405077.28,660.81,613,77984.01,12,3
113980,286626.75,456.41,628,72632.83,12,9
113628,4789360.63,8022.38,597,77487.6,12,1
123347,878334.9,1405.34,625,75824.54,12,3
109815,2817111.98,4950.99,569,74596.12,12,3
115694,231753.19,375.01,618,75214.13,12,3
105221,11817749.86,19122.57,618,74751.42,12,7
112074,12092582.5,20221.71,598,74580.37,12,6
111703,4140309.08,6624.49,625,78843.19,12,7
113508,2213024.27,3598.41,615,80677.44,12,12
117586,968874.46,1742.58,556,74033.56,12,3
109634,5094539.73,8420.73,605,76187.54,12,4
113053,2245236.41,3475.6,646,76492.74,12,6
124585,6543796.38,10486.85,624,75713.44,12,6
109769,2839733.19,4572.84,621,72539.09,12,9
103359,12334592.37,21266.54,580,74648.78,12,4
111639,3175474.76,5484.41,579,76812.77,12,7
104261,5032939.74,8250.72,610,78769.97,12,11
100297,19490199.26,31846.73,612,74450.28,12,9
110949,4249607.32,7352.26,578,75967.61,12,5
117829,1040703.84,1734.51,600,76030.12,12,2
124785,181633.93,299.73,606,74296.7,12,7
112955,149705.34,255.91,585,76372.64,12,5
115352,2662150.31,4613.78,577,73848.24,12,4
108197,3571936.56,5973.14,598,76494.66,12,4
102591,5144265.89,8808.67,584,72799.25,12,6
101056,973353.36,1644.18,592,79752.84,12,4
115867,320400.93,559.16,573,77006.64,12,5
117797,9611655.3,16290.94,590,75352.58,12,4
112173,731551.93,1179.92,620,76982.79,12,4
120239,6017538.17,10392.98,579,78694.49,12,3
108765,363115.98,585.67,620,80488.75,12,5
107006,324856.05,537.84,604,76130.45,12,6
105723,282752.43,465.82,607,79105.75,12,4
109220,1010661.98,1712.99,590,75763.56,12,7
103211,386932.02,671.76,576,77293.48,12,4
113743,1001936.15,1575.37,636,74405.9,12,5
107365,1059907.22,1796.45,590,76210.79,12,7
123247,3597162.96,6117.62,588,76200.04,12,3
105761,707268.99,1178.78,600,74939.6,12,7
101890,936525.34,1625.91,576,77149.81,12,2
123358,3589131.01,6114.36,587,79731.4,12,10
124616,20548428.17,33412.08,615,77515.24,12,13
106993,612891.65,1019.79,601,75277.54,12,4
106025,1598924.38,2687.27,595,76594.76,12,4
123007,20438273.04,34997.04,584,78834.84,12,14
100031,3150653.19,4993.11,631,76707.84,12,6
116591,638182.49,1056.59,604,75428.38,12,6
117579,18461261.12,29969.58,616,77771.31,12,13
101073,1874608.18,3038.26,617,77152.13,12,5
111678,529407.11,875.05,605,73251.67,12,9
123478,8311940.35,14016.76,593,76547.32,12,3
111783,2192043.15,3985.53,550,74892.93,12,1
122285,1446446.68,2386.88,606,75135.46,12,6
122960,2563447.97,4435.03,578,73604.88,12,5
117507,1477272.05,2286.8,646,76637.94,12,1
109663,625122.33,1029.86,607,77261.84,12,5
120743,5284165.74,8334.65,634,75013.14,12,4
112818,4501103.9,7896.67,570,75094.41,12,6
110654,290869.95,491.33,592,76466.34,12,5
110404,537614.38,899.02,598,79556.22,12,6
120000,462498.9,785.23,589,77367.43,12,7
121436,655418.51,1097.85,597,76748.41,12,6
107263,720033.55,1168.89,616,77699.69,12,11
106877,2137225.38,3843.93,556,79645.53,12,4
101061,3765327.93,6349.63,593,74185.56,12,6
109075,991224.5,1706.07,581,76505.2,12,3
117590,651651.47,1040.98,626,75500.07,12,5
106397,2043577.55,3377.81,605,74848.43,12,5
107142,2798301.96,4909.3,570,72053.63,12,2
101785,858576.61,1610.84,533,76702.44,12,9
101421,285068.51,458.31,622,75299.25,12,8
103527,3011039.54,5173.61,582,77460.57,12,2
116921,1097098.59,1831.55,599,78295.0,12,5
117690,651194.42,1058.85,615,76936.81,12,10
116607,19091347.65,31713.2,602,77324.48,12,15
116383,1113270.19,1801.41,618,77242.16,12,8
117339,8937594.35,14509.08,616,72648.23,12,5
108354,769175.17,1347.07,571,76987.92,12,4
111348,1058426.04,1843.95,574,77673.67,12,3
119230,541797.96,921.43,588,73363.76,12,5
109761,1175489.97,1854.09,634,77276.93,12,5
119807,659388.58,1048.31,629,76007.72,12,4
104840,3059967.93,4880.33,627,77556.56,12,10
122872,619263.12,975.22,635,72336.74,12,7
118429,16517809.96,26989.89,612,73454.01,12,11
112751,965873.65,1565.44,617,77424.64,12,8
111984,358392.28,592.38,605,78224.09,12,10
100285,703971.87,1207.5,583,75401.52,12,8
105694,1809974.87,3072.96,589,74992.02,12,7
120483,178563.41,311.09,574,77110.07,12,5
109597,2156099.08,3563.8,605,74714.65,12,4
111390,2102480.7,3569.58,589,77114.78,12,4
104472,1724775.25,3164.73,545,81536.04,12,4
109401,17592801.96,30124.66,584,78461.55,12,10
112516,412356.2,678.22,608,77553.9,12,5
120937,1308918.68,2135.27,613,75521.31,12,4
117143,3019910.19,4631.76,652,75445.5,12,8
117319,4777749.24,7644.4,625,75503.12,12,9
115353,775011.12,1244.0,623,73091.17,12,1
118163,15461424.87,27708.65,558,77357.49,12,7
123735,725811.22,1255.73,578,76128.64,12,5
111459,821790.67,1544.72,532,76333.89,12,9
120242,4594753.58,7398.96,621,75484.25,12,4
110610,1019186.47,1816.73,561,77146.84,12,10
110758,423556.79,719.11,589,74213.52,12,7
111661,1046917.87,1839.93,569,71871.33,12,6
102928,761540.46,1277.75,596,75167.29,12,3
112992,376776.61,625.87,602,73468.22,12,11
123454,7110506.55,12010.99,592,79352.94,12,3
118638,576225.35,946.18,609,77790.86,12,5
107847,424848.97,710.45,598,73996.59,12,11
109765,3456571.44,5602.22,617,75238.2,12,5
113199,448345.35,758.62,591,75782.03,12,5
102237,1505417.49,2655.06,567,74351.62,12,6
115059,8394090.88,14883.14,564,75709.12,12,4
124198,573707.17,919.4,624,77583.45,12,1
106840,13176942.61,22640.79,582,76137.43,12,3
112000,644157.35,1134.08,568,72679.34,12,7
110358,3379697.26,5642.23,599,75718.77,12,4
106484,628969.39,1041.34,604,74296.49,12,5
114067,613102.87,1094.83,560,76616.41,12,2
106431,4892433.21,8060.02,607,75689.26,12,7
118403,4724458.35,7393.52,639,75670.12,12,3
104587,13917223.38,23548.6,591,75597.17,12,11
109312,1105930.01,1821.96,607,76265.26,12,8
111246,5038479.66,8010.3,629,73421.19,12,2
100963,745871.8,1404.65,531,77840.55,12,4
113642,2770496.27,4571.78,606,76222.56,12,11
119336,3872533.16,6519.42,594,74430.28,12,4
104815,1176604.73,2086.18,564,75947.25,12,9
112341,1330221.14,2392.48,556,79537.66,12,4
104928,1110815.97,1763.2,630,77671.24,12,9
119715,753268.2,1243.02,606,80015.5,12,8
107412,4694447.23,7427.92,632,74164.58,12,4
117088,842309.65,1415.65,595,75951.22,12,5
117203,5022435.2,8329.08,603,74595.14,12,4
123800,999281.32,1593.75,627,72388.59,12,7
120362,4446307.97,7265.21,612,74341.87,12,10
111832,1975609.25,3244.02,609,75696.6,12,7
123465,785952.84,1292.69,608,73380.81,12,7
116790,2462455.12,4036.81,610,77322.71,12,5
120309,572908.1,933.08,614,76011.41,12,9
106093,4577942.92,7443.81,615,76403.34,12,7
110133,4830539.59,7420.18,651,75214.35,12,11
120367,546544.41,891.59,613,76312.65,12,9
113740,458856.13,771.19,595,75227.19,12,8
105026,720652.83,1173.7,614,77258.31,12,5
118671,313737.41,517.72,606,76107.92,12,3
100819,4143197.48,6951.67,596,76657.92,12,6
101246,3446478.75,5360.0,643,75574.57,12,8
110579,766219.14,1227.92,624,71697.87,12,3
122812,2385964.35,3905.02,611,80256.27,12,4
101642,302451.1,474.06,638,77289.38,12,6
107929,841890.42,1459.08,577,75690.23,12,6
124409,21480355.97,33987.91,632,78372.48,12,8
118378,4473517.05,8045.89,556,75859.62,12,4
101377,836437.88,1321.39,633,76451.33,12,7
120137,7960955.9,13029.39,611,75839.76,12,6
113597,4874139.27,8462.05,576,79237.71,12,6
120017,1086336.19,1775.06,612,71894.55,12,7
108575,984709.93,1633.02,603,76395.16,12,9
106004,1579506.87,2672.6,591,75698.23,12,2
110190,1026613.98,1785.42,575,74147.68,12,11
124841,173571.81,283.61,612,76035.62,12,5
123008,1760018.37,2847.93,618,78440.73,12,3
122958,3380696.65,5497.07,615,71891.69,12,15
117241,498479.15,842.03,592,76874.26,12,5
119685,1098275.21,1861.48,590,73019.32,12,8
116903,6970846.45,11541.14,604,75748.17,12,5
105424,152703.04,257.94,592,75153.46,12,6
104717,11231043.29,19877.95,565,76032.46,12,10
105786,309790.76,497.26,623,74542.29,12,4
119801,502889.52,856.71,587,76651.18,12,7
103848,2284466.82,3614.66,632,77982.37,12,4
101709,1137120.17,1831.11,621,76028.27,12,4
108674,285205.71,475.34,600,78465.55,12,7
105392,654788.47,1121.21,584,78662.23,12,5
115361,753407.21,1239.16,608,74535.4,12,4
118368,4277468.94,7337.0,583,72689.91,12,7
116194,553940.85,884.89,626,77923.85,12,10
112714,706695.46,1224.78,577,75938.51,12,5
109709,1018359.29,1639.87,621,75301.44,12,3
115234,3028411.9,5194.53,583,73931.41,12,8
116504,998514.47,1757.95,568,73940.05,12,5
121762,3312542.1,5691.65,582,78047.44,12,6
115999,3963928.64,7040.73,563,76633.64,12,5
118060,139947.93,236.4,592,76077.72,12,8
103299,3442949.46,6159.12,559,74396.2,12,4
106009,2214819.69,3899.33,568,78872.03,12,1
117191,265754.81,394.88,673,75421.49,12,12
117929,412544.45,693.35,595,77303.06,12,3
118040,708618.16,1260.89,562,74000.77,12,3
100093,3734310.33,6586.09,567,76233.1,12,8
116639,245879.84,437.51,562,74496.07,12,5
113331,4862640.6,8398.34,579,76698.91,12,6
112936,2604490.74,4194.03,621,74797.47,12,8
107936,1078932.71,1748.68,617,76651.65,12,5
122843,4912332.34,8411.53,584,75986.64,12,6
113693,508225.24,805.43,631,74799.73,12,3
105531,15614926.49,25390.12,615,77176.97,12,10
121412,980124.18,1737.81,564,75212.38,12,10
109928,4250792.66,7026.1,605,75818.82,12,8
121664,4334651.23,7551.66,574,74065.01,12,7
110009,3916289.66,6956.11,563,74095.66,12,6
111702,850903.88,1477.26,576,74112.2,12,4
118228,786135.96,1280.35,614,76863.35,12,6
105614,11270318.12,17917.83,629,73983.05,12,4
105402,7752155.0,13482.01,575,73707.74,12,4
113831,15642786.77,25941.6,603,74663.86,12,9
113654,4929123.48,7799.25,632,76733.88,12,4
104227,717641.39,1116.08,643,76144.99,12,4
123036,289284.34,471.92,613,74087.83,12,9
104025,14003336.3,23300.06,601,78227.24,12,8
100686,4275946.13,7126.58,600,74778.69,12,3
114401,781012.42,1365.41,572,80420.7,12,5
120496,2478657.4,4110.54,603,76936.46,12,7
113411,1079599.74,1778.58,607,73273.28,12,6
110175,351769.39,586.28,600,73855.21,12,5
113370,1103662.71,1858.02,594,75946.82,12,6
121906,5608127.38,8958.67,626,76973.28,12,8
115579,989112.99,1645.78,601,76130.57,12,9
109337,1185203.86,1985.27,597,75982.52,12,1
101723,874318.12,1502.26,582,76416.91,12,3
116785,1183447.51,1988.99,595,73601.1,12,4
101681,3642795.68,5981.6,609,75405.2,12,5
109538,16348351.13,28581.03,572,78815.27,12,16
105307,5276342.95,8496.53,621,75433.75,12,4
114518,698336.45,1126.35,620,76029.51,12,7
119308,870576.85,1448.55,601,75257.53,12,3
101636,23289108.36,38178.87,610,74692.75,12,9
120462,935218.17,1484.47,630,75355.62,12,5
113350,629849.03,1084.08,581,74087.49,12,2
120850,204067.81,334.54,610,76471.82,12,5
106788,761030.22,1237.45,615,74644.57,12,3
112126,478609.76,789.79,606,74731.47,12,8
105058,4397205.32,7810.31,563,79909.1,12,6
106581,20523961.3,36390.0,564,72477.6,12,7
105264,367459.32,583.27,630,72539.77,12,7
114374,146661.5,260.5,563,73784.06,12,4
108766,2992760.21,5195.76,576,76726.77,12,6
104146,380488.82,613.69,620,75130.11,12,6
120574,478955.29,795.61,602,75050.54,12,5
106501,3179683.41,5204.06,611,78247.81,12,6
123064,4291527.84,7399.19,580,75776.72,12,8
116471,16237996.38,29152.6,557,78367.38,12,7
114077,236910.38,409.17,579,75058.45,12,6
121786,334115.42,521.24,641,78188.08,12,5
123173,3977714.42,6822.84,583,76806.62,12,5
101112,312814.1,512.81,610,75903.84,12,7
123473,298735.89,487.33,613,75991.49,12,4
120088,559023.44,936.39,597,76804.04,12,8
102840,487445.15,768.84,634,76197.06,12,10
123137,871441.96,1545.11,564,74273.52,12,3
103429,2311592.51,3839.85,602,76581.65,12,6
103416,272943.59,468.17,583,75993.28,12,6
120121,19935065.89,32680.44,610,76447.15,12,18
106233,627444.97,1049.24,598,74145.59,12,2
108709,5406618.56,8356.44,647,77333.26,12,11
117889,682078.52,1148.28,594,73335.87,12,8
110534,22988413.55,37018.38,621,76807.49,12,14
113428,5099011.94,8264.2,617,73392.96,12,7
120073,566372.45,913.5,620,73955.77,12,9
103898,868123.72,1411.58,615,77422.7,12,7
103856,632050.77,1065.85,593,77427.98,12,4
116704,350189.37,623.11,562,77456.84,12,3
104011,165178.88,279.02,592,73137.21,12,6
115357,3352056.35,5769.46,581,77892.1,12,2
103181,1465449.01,2467.09,594,75619.38,12,8
123184,499080.75,777.38,642,73622.66,12,7
114222,812305.14,1333.83,609,77869.04,12,4
103398,3820719.58,6315.24,605,75127.21,12,6
